Title,Author,State,District,Date,Ban Status,lat,lon,year
Thirty Sunsets,"Deriso, Christine Hurley",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Along for the Ride,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Just Listen,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Lock and Key,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Once and for All,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Moon and More,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Truth about Forever,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
This Lullaby,"Dessen, Sarah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Wither,"DeStefano, Lauren",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Painting the Black,"Deuker, Carl",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Swagger,"Deuker, Carl",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Tell Me Something Real,"Devlin, Calla",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Tale of Two Cities,"Dickens, Charles",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
David Copperfield: Adapted for Young Readers,"Dickens, Charles",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Usborne Introduction to Art,"Dickins, Rosie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Cup of the World,"Dickinson, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Empire of Wild,"Dimaline, Cherie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Hunting by Stars,"Dimaline, Cherie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Sucktown, Alaska","Dirkes, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Christopher Columbus: Explorer of the New World,"Doak, Robin S.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Deadly Design,"Dockter, Debra",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Little Brother,"Doctorow, Cory",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Pirate Cinema,"Doctorow, Cory",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Health Smarts: How to Eat Right, Stay Fit, Make Positive Choices, and More","Doeden, Matt",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Lady Gaga: Pop's Glam Queen,"Doeden, Matt",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Annexed,"Dogar, Sharon",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Bob Marley,"Dolan, Sean",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Devil You Know,"Doller, Trish",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Where the Stars Still Shine,"Doller, Trish",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Needles,"Dominick, Andie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Look Homeward: A Life of Thomas Wolfe,"Donald, David Herbert",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Brightly Burning,"Donne, Alexa",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Swift Pure Cry,"Dowd, Siobhan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Bog Child,"Dowd, Siobhan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Solace of the Road,"Dowd, Siobhan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
You Against Me,"Downham, Jenny",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Saga Boy: My Life of Blackness and Becoming,"Downing, Antonio Michael",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Adventures and the Memoirs of Sherlock Holmes,"Doyle, Arthur Conan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"I Love You, Beth Cooper","Doyle, Larry",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Last True Poets of the Sea,"Drake, Julia",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Copper Sun,"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Darkness Before Dawn,"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Forged By Fire,"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
November Blues,"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Panic (SMD),"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Battle of Jericho,"Draper, Sharon M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Van Gogh and Gauguin: The Studio of the South,"Druick, Douglas W.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Salvage,"Duncan, Alexandra",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
After Summer,"Earls, Nick",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Belgariad,"Eddings, David",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Merriam-Webster's Elementary Dictionary,Editors of Merriam-Webster,Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Webster's Dictionary and Thesaurus for Students,Editors of Merriam-Webster,Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The American Heritage Children's Dictionary,Editors of the American Heritage dictionaries,Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Angelfall,"Ee, Susan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Circle,"Eggers, Dave",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Chain Reaction,"Elkeles, Simone",Florida,Escambia County Public Schools,2024-06-01,Banned pending investigation,27.766279,-81.686783,2024.0
Perfect Chemistry,"Elkeles, Simone",Florida,Escambia County Public Schools,2023-12-01,Banned pending investigation,27.766279,-81.686783,2023.0
Bull,"Elliott, David",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Buried Heart,"Elliott, Kate",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Harrow Lake,"Ellis, Kat",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Butterfly Clues,"Ellison, Kate",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Invisible Man,"Ellison, Ralph",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Lying Woods,"Elston, Ashley",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
This Is Our Story,"Elston, Ashley",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Pet,"Emezi, Akwaeke",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Dear Evan Hansen,"Emmich, Val",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Like Water for Chocolate,"Esquivel, Laura",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Horse Whisperer,"Evans, Nicholas",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Hank and Jim: The Fifty-Year Friendship of Henry Fonda and James Stewart,"Eyman, Scott",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Nothing Left to Burn,"Ezell, Heather",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Brain Jack,"Falkner, Brian",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Jekel Loves Hyde,"Fantaskey, Beth",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Aaliyah: More Than a Woman,"Farley, Christopher John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
As I Lay Dying,"Faulkner, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Big Woods: The Hunting Stories,"Faulkner, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Light in August,"Faulkner, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Reivers,"Faulkner, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Sound and the Fury,"Faulkner, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Best, Worst and Most Unusual: Noteworthy Achievements, Events, Feats and Blunders of Every Conceivable Kind","Felton, Bruce",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Angel of Death,"Ferguson, Alane",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Christopher Killer,"Ferguson, Alane",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
The Circle of Blood,"Ferguson, Alane",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Best from Fantasy and Science Fiction: A Special 25th Anniversary Anthology,"Ferman, Edward L.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
We Walked the Sky,"Fiedler, Lisa",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Your One and Only,"Finlay, Adrianne",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Incarceron,"Fisher, Catherine",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Sapphique,"Fisher, Catherine",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Tender is the Night,"Fitzgerald, F. Scott",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Under the Egg,"Fitzgerald, Laura Marx",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Black Ice,"Fitzpatrick, Becca",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Crescendo,"Fitzpatrick, Becca",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Finale,"Fitzpatrick, Becca",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Silence,"Fitzpatrick, Becca",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
What I Thought Was True,"Fitzpatrick, Huntley",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Madame Bovary: A Story of Provincial Life,"Flaubert, Gustave",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Encyclopedia of Mythology: Gods, Heroes, and Legends of the Greeks and Romans","Flaum, Eric",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Beastly,"Flinn, Alex",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Bewitching,"Flinn, Alex",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Dark Places,"Flynn, Gillian",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Zoya's Story: An Afghan Woman's Struggle for Freedom,"Follain, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Man from St. Petersburg,"Follett, Ken",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Pillars of the Earth,"Follett, Ken",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Atalanta: The Race Against Destiny,"Fontes, Justine",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Black Witch,"Forest, Laurie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
I Have Lost My Way,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
I Was Here,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
If I Stay,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Just One Day,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Just One Year,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Where She Went,"Forman, Gayle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Gilded Ones,"Forna, Namina",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
We Are All Completely Beside Ourselves,"Fowler, Karen Joy",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
All the Bad Apples,"Fowley-Doyle, Moïra",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Spellbook of the Lost and Found,"Fowley-Doyle, Moïra",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Accident Season,"Fowley-Doyle, Moïra",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Slayride,"Francis, Dick",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Diary of a Young Girl,"Frank, Anne",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Friction,"Frank, E.R.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Freedom,"Franzen, Jonathan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Cold Mountain,"Frazier, Charles",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Season of the witch,"Fredericks, Mariah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The true meaning of cleavage,"Fredericks, Mariah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
To Have or to Be?,"Fromm, Erick",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Campaign,"Fuentes, Carlos",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Inkdeath,"Funke, Cornelia",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Breath of Snow and Ashes,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
An Echo in the Bone,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Dragonfly in Amber,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Drums of Autumn,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Outlander,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Fiery Cross,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Voyager,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Written in My Own Heart's Blood,"Gabaldon, Diana",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
American Gods,"Gaiman, Neil",Florida,Escambia County Public Schools,2023-12-01,Banned pending investigation,27.766279,-81.686783,2023.0
Norse Mythology,"Gaiman, Neil",Florida,Escambia County Public Schools,2024-05-01,Banned pending investigation,27.766279,-81.686783,2024.0
Stardust,"Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Ocean at the End of the Lane,"Gaiman, Neil",Florida,Escambia County Public Schools,2024-05-01,Banned pending investigation,27.766279,-81.686783,2024.0
"The Sandman, Vol. 1: Preludes and Nocturnes","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 10: The Wake","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 2: The Doll's House","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 3: Dream Country","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 4: Season of Mists","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 5: A Game of You","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 6: Fables and Reflections","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 7: Brief Lives","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 8: World's End","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"The Sandman, Vol. 9: The Kindly Ones","Gaiman, Neil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Lesson Before Dying,"Gaines, Ernest J.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Ancient Romans,"Ganeri, Anita",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Cazadora,"Garber, Romina",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Lobizona,"Garber, Romina",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Caraval,"Garber, Stephanie",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Legendary,"Garber, Stephanie",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Love in the Time of Cholera,"García Márquez, Gabriel",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
One Hundred Years of Solitude,"García Márquez, Gabriel",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Lovely Reckless,"Garcia, Kami",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Bach: Music in the Castle of Heaven,"Gardiner, John Eliot",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Full Disclosure,"Garrett, Camryn",Florida,Escambia County Public Schools,2024-04-01,Banned pending investigation,27.766279,-81.686783,2024.0
Air,"Gattis, Ryan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Famous Players: The Mysterious Death of William Desmond Taylor,"Geary, Rick",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Of Jenny and the Aliens,"Gebhart, Ryan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Wildman,"Geiger, J. C.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Last American Hero: The Remarkable Life of John Glenn,"George, Alice L.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Helen of Troy,"George, Margaret",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Distance From Me to You,"Gessner, Marina",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Ellen Foster,"Gibbons, Kaye",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Woodcuts of Women: Stories,"Gilb, Dagoberto",Florida,Escambia County Public Schools,2024-03-01,Banned pending investigation,27.766279,-81.686783,2024.0
Sand and Foam,"Gilbran, Lahlil",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
That Night,"Giles, Amy",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Girls Like Us (2015),"Giles, Gail",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Endangered (LG),"Giles, Lamar",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Fake ID,"Giles, Lamar",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Not So Pure and Simple,"Giles, Lamar",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Stage Dreams,"Gillman, Melanie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Girl Mans Up,"Girard, M-E",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Ethiopia,"Gish, Steven",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Graphic Design,"Glaser, Milton",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
You'd Be Home Now,"Glasgow, Kathleen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Guinness Book of World Records, 2000","Glenday, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Guinness Book of World Records, 2018","Glenday, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Guinness Book of World Records, 2019","Glenday, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Guinness Book of World Records, 2020","Glenday, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Guinness Book of World Records, 2023","Glenday, Craig",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
After the Game,"Glines, Abbi",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Losing the Field,"Glines, Abbi",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Under the Lights,"Glines, Abbi",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Envy,"Godberson, Anna",Florida,Escambia County Public Schools,2023-12-01,Banned by restriction,27.766279,-81.686783,2023.0
Rumors,"Godberson, Anna",Florida,Escambia County Public Schools,2023-12-01,Banned by restriction,27.766279,-81.686783,2023.0
The Luxe,"Godberson, Anna",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
King of the Screwups,"Going, K. L.",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Saint Iggy,"Going, K. L.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Fat Kid Rules the World,"Going, K.L.",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Memoirs of a Geisha,"Golden, Arthur",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Lord of the Flies,"Golding, William",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Love and Other Carnivorous Plants,"Gonsalves, Florence",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Only Mostly Devastated,"Gonzales, Sophie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Wings (JG),"Gonzalez, Julie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Dark Days Club,"Goodman, Alison",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Jack the Ripper,"Gordon, Richard",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Under Rose-Tainted Skies,"Gornall, Louise",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
In Too Deep,"Grace, Amanda",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Pride and Prejudice and Zombies: The Classic Regency Romance -- Now With Ultraviolent Zombie Mayhem,"Grahame-Smith, Seth",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Front Lines,"Grant, Michael",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
