Title,Author,State,District,Date,Ban Status,lat,lon,year
Strange Grace,"Gratton, Tessa",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Thousand Pieces of You,"Gray, Claudia",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Defy the Stars,"Gray, Claudia",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Going Bovine,"Gray, Libba",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
I Never Promised You a Rose Garden,"Green, Hannah",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
An Abundance of Katherines,"Green, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Paper Towns,"Green, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Fault in Our Stars,"Green, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Half Bad,"Green, Sally",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Half Lost,"Green, Sally",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Half Wild,"Green, Sally",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,"Grennan, Conor",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
All You Never Wanted,"Griffin, Adele",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Loud Awake and Lost,"Griffin, Adele",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Unfinished Life of Addison Stone,"Griffin, Adele",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Handcuffs,"Griffin, Bethany",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Black Like Me,"Griffin, John Howard",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Stay With Me (PG),"Griffin, Paul",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Painted House,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Sycamore Row,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Associate,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Brethren,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Firm,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The King of Torts,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Last Juror,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Pelican Brief,"Grisham, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Runaway Jury,"Grisham, John",Florida,Escambia County Public Schools,2024-05-01,Banned pending investigation,27.766279,-81.686783,2024.0
The Street Lawyer,"Grisham, John",Florida,Escambia County Public Schools,2024-05-01,Banned pending investigation,27.766279,-81.686783,2024.0
A Time to Kill,"Grishman, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Snow Falling on Cedars,"Guterson, David",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Music of Summer,"Guy, Rosa",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Mister Death's Blue-Eyed Girls,"Hahn, Mary Downing",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Wind Blows Backward,"Hahn, Mary Downing",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Friends Forever,"Hale, Shannon",Florida,Escambia County Public Schools,2023-07-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Conspiracy of Us,"Hall, Maggie",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Gods and Goddesses: A Treasury of Deities and Tales from World Mythology,"Hallam, Elizabeth",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"Always and Forever, Lara Jean","Han, Jenny",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Ashes to Ashes,"Han, Jenny",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
P. S. I Still Love You,"Han, Jenny",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
To All the Boys I've Loved Before,"Han, Jenny",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Why We Broke Up,"Handler, Daniel",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
King Arthur and the Knights of the Round Table,"Hanft, Joshua E.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Tess of the D'Urbervilles,"Hardy, Thomas",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Gnomon,"Harkaway, Nick",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Clarity,"Harrington, Kim",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Silence of the Lambs,"Harris, Thomas",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
West of Eden,"Harrison, Harry",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The King of Lies,"Hart, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Three Truths and a Lie,"Hartinger, Brent",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Tess of the Road,"Hartman, Rachel",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
What We Saw,"Hartzler, Aaron",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Girlchild,"Hassman, Tupelo",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Our Year in Love and Parties,"Hattrup, Karen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Eden West,"Hautman, Pete",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Into the Water,"Hawkins, Paula",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Girl on the Train,"Hawkins, Paula",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
OCD Love Story,"Haydu, Corey Ann",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Paper Butterflies,"Heathfield, Lisa",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Catch-22,"Heller, Joseph",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
For Whom the Bell Tolls,"Hemingway, Ernest",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Million Junes,"Henry, Emily",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Heretics of Dune,"Herbert, Frank",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
They Went Left,"Hesse, Monica",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Flush,"Hiaasen, Carl",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Hoot,"Hiaasen, Carl",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Dating Violence: True Stories of Hurt and Hope,"Hicks, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
After the Fire,"Hill, Will",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Lucky Penny,"Hirsh, Ananth",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Crystal Kingdom,"Hocking, Amanda",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Ice Kissed,"Hocking, Amanda",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Cruel Beauty,"Hodge, Rosamund",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Becoming of Noah Shaw,"Hodkin, Michelle",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Everything Mythology,"Hoena, B. A.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
This is the Part Where You Laugh,"Hoffmeister, Peter Brown",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Profiling Violent Crimes: An Investigative Tool,"Holmes, Ronald M.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Regretting You,"Hoover, Colleen",Florida,Escambia County Public Schools,2024-04-01,Banned pending investigation,27.766279,-81.686783,2024.0
Fallout,"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-12-01,Banned pending investigation,27.766279,-81.686783,2023.0
Glass,"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Impulse,"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Perfect (EH),"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Tilt (EH),"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-12-01,Banned pending investigation,27.766279,-81.686783,2023.0
Traffick,"Hopkins, Ellen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Lizard King: The Essential Jim Morrison,"Hopkins, Jerry",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"My Hero Academia, Vol. 14: Overhaul","Horikoshi, Kōhei",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
"My Hero Academia, Vol. 30: Dabi's Dance","Horikoshi, Kōhei",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Thousand Splendid Suns,"Hosseini, Khaled",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Cometas en el cielo,"Hosseini, Khaled",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Reawakened,"Houck, Colleen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Recreated,"Houck, Colleen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Reunited,"Houck, Colleen",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Ensnared,"Howard, A. G.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
RoseBlood,"Howard, A. G.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Splintered,"Howard, A. G.",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Unhinged,"Howard, A. G.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Untamed (AGH),"Howard, A. G.",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Cashelmara,"Howatch, Susan",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Conversion,"Howe, Katherine",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
James Dean: Rebel Life,"Howlett, John",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Enchantment Emporium,"Huff, Tanya",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Les Misérables,"Hugo, Victor",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Forest of Stolen Girls,"Hur, June",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
At the Edge of the Universe,"Hutchinson, Shaun David",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
Feral Youth,"Hutchinson, Shaun David",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
The Apocalypse of Elena Mendoza,"Hutchinson, Shaun David",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
A Wounded Name,"Hutchison, Dot",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Brave New World,"Huxley, Aldous",Florida,Escambia County Public Schools,2023-08-01,Banned pending investigation,27.766279,-81.686783,2023.0
Becoming Chloe,"Hyde, Catherine Ryan",Florida,Escambia County Public Schools,2023-08-01,Banned by restriction,27.766279,-81.686783,2023.0
